Calendar year,Year level,Domain,State/territory,Student attribute,Subgroup,Reporting flag,Enrolled students,Participation (%),Participation (Num),Average NAPLAN score,Average NAPLAN score confidence interval,NAPLAN score standard deviation,Exempt (%),Needs additional support (%),Developing (%),Strong (%),Exceeding (%),Exceeding (CI),Strong or above (%),Strong or above (CI),Developing or above (%),Developing or above (CI)
2025,3,Numeracy,Tasmania,Parental education,Parental education: diploma,,697,96.1,670,398.5,5.8,61.9,2.3,7.9,27.6,56.1,6.1,2.0,62.2,4.5,89.8,2.9
2025,3,Numeracy,Tasmania,Parental education,Parental education: certificate,,"2,218",96.6,"2,142",377.1,3.8,63.3,3.2,14.6,33.8,45.3,3.0,1.0,48.3,2.8,82.2,2.2
2025,3,Numeracy,Tasmania,Parental education,Parental education: Year 12,,273,93.0,254,372.3,10.1,65.3,3.7,16.3,32.4,45.1,2.6,2.7,47.7,7.5,80.1,7.2
2025,3,Numeracy,Tasmania,Parental education,Parental education: Year 11,,527,92.6,488,346.7,6.8,63.4,7.0,27.6,36.0,28.2,1.2,1.2,29.4,5.1,65.4,5.1
2025,3,Numeracy,Tasmania,Parental education,Parental education: not stated,,139,90.6,126,388.8,19.5,71.4,3.6,15.0,29.5,44.0,7.9,7.5,51.9,13.0,81.4,8.1
2025,3,Numeracy,Tasmania,Parental occupation,Senior managers and professionals,,"2,008",97.0,"1,947",425.1,4.0,62.4,1.2,3.6,18.5,63.2,13.4,2.0,76.7,2.3,95.2,1.3
2025,3,Numeracy,Tasmania,Parental occupation,Other managers and associate professionals,,"1,415",96.5,"1,366",401.8,4.2,61.7,2.8,7.0,26.5,57.4,6.3,1.4,63.7,3.4,90.2,2.1
2025,3,Numeracy,Tasmania,Parental occupation,"Skilled trades, clerical and sales",,"1,424",97.1,"1,382",387.2,4.3,63.6,2.2,11.6,31.7,49.9,4.7,1.4,54.6,3.2,86.3,2.2
2025,3,Numeracy,Tasmania,Parental occupation,"Unskilled manual, office & sales",,986,95.4,941,367.5,5.9,65.1,4.3,18.8,34.5,39.8,2.6,1.3,42.4,4.0,76.9,3.5
2025,3,Numeracy,Tasmania,Parental occupation,Not in paid work for 12 months,,396,89.9,356,338.8,9.7,67.0,9.1,32.2,33.6,23.9,1.2,1.2,25.1,5.4,58.7,6.2
2025,3,Numeracy,Tasmania,Parental occupation,Parental occupation not stated/unknown,,188,89.9,169,374.6,16.6,70.8,4.8,19.0,30.9,40.1,5.2,5.4,45.3,11.0,76.2,7.7
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Indigenous major cities,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Indigenous inner regional,,375,92.8,348,362.6,10.4,65.7,4.8,21.8,34.3,37.1,2.0,1.9,39.1,6.5,73.4,6.5
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Indigenous outer regional,,341,95.3,325,364.4,9.3,66.9,5.0,20.6,33.5,38.6,2.3,1.8,40.9,6.6,74.4,5.3
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Indigenous remote,n.p.,,,,,,,,,,,,,,,,
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Indigenous very remote,n.p.,,,,,,,,,,,,,,,,
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Non-Indigenous major cities,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"3,689",96.4,"3,555",405.4,5.6,67.7,2.5,8.4,24.4,55.4,9.3,1.6,64.7,3.4,89.1,2.1
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"1,723",96.3,"1,660",391.3,5.0,65.6,2.7,11.1,28.9,52.0,5.3,1.3,57.2,3.6,86.2,2.6
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Non-Indigenous remote,,54,96.3,52,392.2,14.8,57.0,0.0,7.8,31.5,57.4,3.3,6.8,60.7,10.2,92.2,6.7
2025,3,Numeracy,Tasmania,Indigeneity by ABS remoteness,Non-Indigenous very remote,n.p.,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,All,All,,"3,371",84.6,"2,853",336.6,13.3,92.9,3.2,36.3,25.2,32.2,3.1,1.2,35.3,5.2,60.5,6.6
2025,3,Numeracy,Northern Territory,Gender,Male,,"1,720",82.6,"1,421",335.8,14.7,96.4,4.5,37.2,23.7,30.7,3.8,1.6,34.6,5.8,58.3,7.1
2025,3,Numeracy,Northern Territory,Gender,Female,,"1,651",86.7,"1,432",337.5,13.0,89.3,1.9,35.3,26.7,33.8,2.3,1.1,36.1,5.4,62.8,6.6
2025,3,Numeracy,Northern Territory,Indigeneity,Indigenous,,"1,366",70.4,961,261.3,10.8,75.8,3.7,73.5,14.8,7.7,0.2,0.3,8.0,2.6,22.7,5.0
2025,3,Numeracy,Northern Territory,Indigeneity,Non-Indigenous,,"1,980",94.7,"1,876",388.0,6.9,64.0,2.8,10.6,32.4,49.1,5.0,1.8,54.1,4.3,86.5,2.8
2025,3,Numeracy,Northern Territory,ABS remoteness,Major cities,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,ABS remoteness,Inner regional,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,ABS remoteness,Outer regional,,"2,003",94.4,"1,891",373.9,10.1,71.1,3.7,17.8,31.8,42.6,4.1,1.9,46.7,5.7,78.5,5.0
2025,3,Numeracy,Northern Territory,ABS remoteness,Remote,,640,79.4,508,328.6,28.2,91.5,4.2,40.1,24.5,28.4,2.8,1.5,31.2,11.4,55.7,14.6
2025,3,Numeracy,Northern Territory,ABS remoteness,Very remote,,726,62.3,452,243.2,20.2,76.9,1.0,84.2,7.5,6.8,0.5,0.8,7.3,6.1,14.9,9.8
2025,3,Numeracy,Northern Territory,Language background,Non-LBOTE,,"1,590",93.5,"1,487",375.8,7.8,68.5,3.6,16.5,31.5,44.8,3.7,1.4,48.5,4.8,80.0,4.0
2025,3,Numeracy,Northern Territory,Language background,LBOTE,,"1,603",78.0,"1,250",299.2,17.6,97.7,3.1,55.1,19.2,20.1,2.5,1.4,22.6,5.8,41.8,8.4
2025,3,Numeracy,Northern Territory,Parental education,Parental education: bachelor,,"1,217",94.3,"1,148",394.6,8.3,67.8,2.8,10.2,27.6,52.9,6.5,2.6,59.3,5.2,87.0,3.5
2025,3,Numeracy,Northern Territory,Parental education,Parental education: diploma,,378,93.4,353,356.1,9.1,69.9,2.4,21.8,37.8,36.4,1.6,1.6,38.0,6.2,75.8,5.9
2025,3,Numeracy,Northern Territory,Parental education,Parental education: certificate,,708,88.1,624,340.7,11.5,78.6,4.4,32.4,30.8,30.5,1.9,1.3,32.4,5.6,63.2,6.5
2025,3,Numeracy,Northern Territory,Parental education,Parental education: Year 12,,197,83.8,165,301.1,16.8,81.4,5.1,51.2,26.7,16.4,0.6,1.2,17.1,7.0,43.8,9.9
2025,3,Numeracy,Northern Territory,Parental education,Parental education: Year 11,,745,65.5,488,243.4,10.5,72.4,2.6,82.5,10.0,4.6,0.3,0.5,4.9,2.2,15.0,4.7
2025,3,Numeracy,Northern Territory,Parental education,Parental education: not stated,,126,59.5,75,301.6,31.6,85.5,4.0,56.8,19.2,18.3,1.7,2.7,20.0,11.9,39.2,17.6
2025,3,Numeracy,Northern Territory,Parental occupation,Senior managers and professionals,,947,94.5,895,395.9,9.5,68.1,3.1,9.8,27.3,53.0,6.8,3.1,59.9,5.9,87.2,3.6
2025,3,Numeracy,Northern Territory,Parental occupation,Other managers and associate professionals,,524,95.0,498,378.4,7.7,66.5,3.2,15.1,31.6,46.7,3.4,1.7,50.1,5.6,81.7,4.8
2025,3,Numeracy,Northern Territory,Parental occupation,"Skilled trades, clerical and sales",,592,88.9,526,353.1,10.5,74.8,3.0,25.3,34.7,34.6,2.4,1.5,37.0,5.3,71.7,6.0
2025,3,Numeracy,Northern Territory,Parental occupation,"Unskilled manual, office & sales",,403,84.6,341,308.4,15.1,82.9,3.5,47.8,28.8,18.6,1.3,1.3,19.9,5.2,48.7,9.1
2025,3,Numeracy,Northern Territory,Parental occupation,Not in paid work for 12 months,,697,66.1,461,243.0,11.1,69.3,3.6,82.1,10.1,4.2,0.0,0.2,4.2,2.1,14.3,4.5
2025,3,Numeracy,Northern Territory,Parental occupation,Parental occupation not stated/unknown,,208,63.5,132,281.5,21.2,85.5,2.4,66.0,15.9,14.8,1.0,1.5,15.8,8.2,31.6,11.7
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Indigenous major cities,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Indigenous inner regional,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Indigenous outer regional,,422,88.6,374,316.7,13.7,70.0,6.2,44.8,29.8,18.6,0.6,0.8,19.2,5.9,49.0,9.0
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Indigenous remote,,320,68.4,219,265.7,17.2,72.1,6.3,70.4,16.6,6.6,0.2,0.6,6.8,4.5,23.3,8.9
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Indigenous very remote,,624,59.0,368,223.7,9.1,56.4,0.8,94.5,3.7,1.0,0.0,0.0,1.0,1.2,4.7,2.9
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Non-Indigenous major cities,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Non-Indigenous inner regional,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"1,572",95.9,"1,508",388.6,8.2,63.5,3.0,10.5,32.4,49.1,5.0,2.3,54.0,5.1,86.5,3.3
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Non-Indigenous remote,,316,91.5,289,389.6,11.2,63.1,2.2,9.5,32.2,50.6,5.6,1.9,56.1,8.2,88.3,5.7
2025,3,Numeracy,Northern Territory,Indigeneity by ABS remoteness,Non-Indigenous very remote,,92,85.9,79,371.7,24.8,73.0,2.2,16.3,32.8,44.6,4.1,5.4,48.7,13.6,81.5,10.9
2025,3,Numeracy,Australian Capital Territory,All,All,,"6,064",94.7,"5,745",411.9,5.0,68.3,1.6,7.0,23.3,56.5,11.6,1.5,68.1,2.9,91.4,1.5
2025,3,Numeracy,Australian Capital Territory,Gender,Male,,"3,181",94.4,"3,004",419.2,5.6,69.8,2.1,6.3,21.4,55.7,14.5,2.1,70.2,3.2,91.6,1.8
2025,3,Numeracy,Australian Capital Territory,Gender,Female,,"2,881",95.1,"2,739",404.0,5.2,65.7,0.9,7.9,25.5,57.4,8.3,1.6,65.7,3.2,91.2,1.7
2025,3,Numeracy,Australian Capital Territory,Indigeneity,Indigenous,,231,79.2,183,361.5,8.6,62.3,6.1,20.3,36.2,36.0,1.5,1.9,37.5,8.2,73.7,7.5
2025,3,Numeracy,Australian Capital Territory,Indigeneity,Non-Indigenous,,"5,771",95.4,"5,505",414.0,5.0,67.7,1.4,6.5,22.8,57.4,12.0,1.6,69.4,2.8,92.2,1.4
2025,3,Numeracy,Australian Capital Territory,ABS remoteness,Major cities,,"6,056",94.8,"5,741",412.0,5.0,68.3,1.6,7.0,23.3,56.5,11.6,1.5,68.1,2.9,91.4,1.5
2025,3,Numeracy,Australian Capital Territory,ABS remoteness,Inner regional,s.p.,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,ABS remoteness,Outer regional,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,ABS remoteness,Remote,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,ABS remoteness,Very remote,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Language background,Non-LBOTE,,"3,900",94.1,"3,668",413.5,5.0,67.2,1.1,6.8,22.7,57.9,11.6,1.7,69.5,2.9,92.1,1.6
2025,3,Numeracy,Australian Capital Territory,Language background,LBOTE,,"2,157",96.0,"2,070",409.2,7.1,70.3,2.4,7.6,24.5,54.0,11.6,2.4,65.5,4.1,90.1,2.1
2025,3,Numeracy,Australian Capital Territory,Parental education,Parental education: bachelor,,"4,116",96.5,"3,973",425.7,4.4,65.5,1.0,4.2,18.5,61.5,14.8,1.7,76.3,2.4,94.8,1.1
2025,3,Numeracy,Australian Capital Territory,Parental education,Parental education: diploma,,639,93.3,596,394.7,6.3,62.6,2.2,8.7,30.6,52.6,5.9,2.2,58.5,5.3,89.1,3.3
2025,3,Numeracy,Australian Capital Territory,Parental education,Parental education: certificate,,741,90.8,673,376.1,6.7,61.9,2.3,14.6,35.1,45.2,2.8,1.5,48.0,5.3,83.1,3.6
2025,3,Numeracy,Australian Capital Territory,Parental education,Parental education: Year 12,,227,92.5,210,381.9,10.3,65.6,0.9,12.8,35.9,45.5,4.9,3.8,50.4,8.6,86.3,6.1
2025,3,Numeracy,Australian Capital Territory,Parental education,Parental education: Year 11,,140,81.4,114,346.2,14.0,54.8,4.3,26.4,44.6,24.1,0.6,1.4,24.7,11.5,69.3,11.2
2025,3,Numeracy,Australian Capital Territory,Parental education,Parental education: not stated,,201,89.1,179,391.6,15.1,75.8,7.0,11.9,28.2,42.6,10.3,5.2,52.9,9.1,81.1,6.8
2025,3,Numeracy,Australian Capital Territory,Parental occupation,Senior managers and professionals,,"3,124",95.9,"2,995",426.4,4.9,65.1,1.0,3.9,18.4,61.6,15.1,1.9,76.6,2.5,95.1,1.3
2025,3,Numeracy,Australian Capital Territory,Parental occupation,Other managers and associate professionals,,"1,230",97.0,"1,193",412.9,5.4,64.3,0.6,5.5,24.0,59.0,10.9,2.3,69.9,3.5,93.9,2.2
2025,3,Numeracy,Australian Capital Territory,Parental occupation,"Skilled trades, clerical and sales",,790,91.6,724,392.7,6.5,66.1,2.3,10.7,29.9,50.8,6.2,2.0,57.1,5.3,87.0,3.1
2025,3,Numeracy,Australian Capital Territory,Parental occupation,"Unskilled manual, office & sales",,293,92.5,271,367.3,8.6,62.3,2.7,18.0,38.2,39.1,2.0,2.9,41.2,6.7,79.3,7.1
2025,3,Numeracy,Australian Capital Territory,Parental occupation,Not in paid work for 12 months,,190,84.2,160,361.4,11.7,64.5,4.7,22.1,35.7,34.5,2.9,2.6,37.5,8.8,73.2,8.3
2025,3,Numeracy,Australian Capital Territory,Parental occupation,Parental occupation not stated/unknown,,437,92.0,402,389.5,11.2,74.6,4.6,13.5,29.2,44.3,8.4,3.6,52.7,7.1,82.0,4.5
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous major cities,,226,80.5,182,361.9,8.9,62.5,6.2,20.3,35.8,36.3,1.5,1.9,37.8,8.5,73.5,7.7
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous inner regional,s.p.,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous outer regional,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous remote,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Indigenous very remote,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"5,769",95.4,"5,503",414.0,5.0,67.7,1.4,6.5,22.8,57.4,12.0,1.6,69.4,2.8,92.2,1.4
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous inner regional,s.p.,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous outer regional,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous remote,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australian Capital Territory,Indigeneity by ABS remoteness,Non-Indigenous very remote,-,,,,,,,,,,,,,,,,
2025,3,Numeracy,Australia,All,All,,"324,376",95.0,"308,038",405.3,1.0,72.0,2.0,9.4,24.6,53.4,10.7,0.3,64.0,0.5,88.6,0.3
2025,3,Numeracy,Australia,Gender,Male,,"167,078",94.4,"157,731",412.6,1.1,74.9,2.6,8.8,21.9,53.0,13.6,0.4,66.6,0.6,88.5,0.4
2025,3,Numeracy,Australia,Gender,Female,,"157,252",95.6,"150,264",397.7,1.0,68.1,1.3,10.0,27.4,53.8,7.6,0.3,61.3,0.6,88.7,0.4
2025,3,Numeracy,Australia,Indigeneity,Indigenous,,"22,506",86.5,"19,466",342.5,2.2,72.9,2.9,32.2,33.9,29.4,1.6,0.2,31.0,1.0,64.9,1.3
2025,3,Numeracy,Australia,Indigeneity,Non-Indigenous,,"295,781",95.6,"282,902",410.2,1.0,69.6,1.8,7.6,23.9,55.3,11.4,0.3,66.7,0.5,90.5,0.3
2025,3,Numeracy,Australia,ABS remoteness,Major cities,,"236,993",95.8,"226,948",412.1,1.2,71.2,2.1,7.7,23.0,54.7,12.4,0.4,67.2,0.6,90.2,0.4
2025,3,Numeracy,Australia,ABS remoteness,Inner regional,,"55,917",93.9,"52,499",395.0,1.6,67.3,1.6,10.8,28.0,52.8,6.8,0.4,59.6,1.0,87.6,0.6
2025,3,Numeracy,Australia,ABS remoteness,Outer regional,,"24,861",92.8,"23,082",381.7,2.4,68.2,1.9,14.9,31.5,47.0,4.7,0.5,51.7,1.5,83.2,1.1
2025,3,Numeracy,Australia,ABS remoteness,Remote,,"3,873",89.3,"3,460",362.3,7.1,76.9,1.6,24.4,30.6,39.7,3.7,0.9,43.4,3.6,74.0,3.7
2025,3,Numeracy,Australia,ABS remoteness,Very remote,,"2,664",74.6,"1,987",301.5,11.3,88.2,1.1,56.0,21.5,20.1,1.3,0.6,21.5,4.0,43.0,5.9
2025,3,Numeracy,Australia,Language background,Non-LBOTE,,"213,326",94.5,"201,602",402.7,0.9,68.8,1.6,9.2,25.6,54.5,9.1,0.3,63.6,0.5,89.2,0.3
2025,3,Numeracy,Australia,Language background,LBOTE,,"100,269",96.1,"96,320",412.4,1.8,77.7,2.7,9.3,22.2,51.4,14.5,0.6,65.9,0.8,88.1,0.5
2025,3,Numeracy,Australia,Parental education,Parental education: bachelor,,"161,629",97.0,"156,808",431.2,0.9,66.4,1.3,3.5,17.0,61.0,17.1,0.5,78.1,0.4,95.1,0.2
2025,3,Numeracy,Australia,Parental education,Parental education: diploma,,"44,165",94.9,"41,933",393.5,0.9,63.1,1.7,9.5,29.7,53.6,5.5,0.2,59.1,0.7,88.8,0.5
2025,3,Numeracy,Australia,Parental education,Parental education: certificate,,"72,020",93.5,"67,354",378.6,0.8,63.8,2.2,14.3,33.8,46.3,3.4,0.2,49.7,0.6,83.6,0.4
2025,3,Numeracy,Australia,Parental education,Parental education: Year 12,,"15,527",93.0,"14,434",372.8,1.6,67.9,3.3,17.6,33.2,42.4,3.5,0.4,46.0,1.0,79.2,0.9
2025,3,Numeracy,Australia,Parental education,Parental education: Year 11,,"16,876",88.1,"14,875",340.2,1.9,69.0,4.8,31.5,35.6,26.9,1.1,0.2,28.1,0.9,63.7,1.2
2025,3,Numeracy,Australia,Parental education,Parental education: not stated,,"14,159",89.2,"12,634",390.3,4.2,82.0,4.0,16.1,25.8,44.3,9.8,1.2,54.2,2.2,79.9,1.6
2025,3,Numeracy,Australia,Parental occupation,Senior managers and professionals,,"106,559",97.1,"103,419",432.2,1.0,66.3,1.0,3.5,16.7,61.3,17.5,0.5,78.9,0.4,95.6,0.2
2025,3,Numeracy,Australia,Parental occupation,Other managers and associate professionals,,"68,825",96.2,"66,201",416.1,1.0,66.5,1.2,5.5,22.2,59.0,12.0,0.5,71.0,0.6,93.2,0.3
2025,3,Numeracy,Australia,Parental occupation,"Skilled trades, clerical and sales",,"65,998",95.0,"62,706",392.2,0.9,65.4,1.7,10.5,30.3,51.5,6.1,0.3,57.6,0.6,87.8,0.4
2025,3,Numeracy,Australia,Parental occupation,"Unskilled manual, office & sales",,"37,166",93.7,"34,827",374.8,1.2,66.7,3.2,16.4,33.8,42.9,3.7,0.3,46.6,0.8,80.4,0.6
2025,3,Numeracy,Australia,Parental occupation,Not in paid work for 12 months,,"22,703",88.5,"20,097",355.0,1.8,73.1,5.6,25.7,33.4,32.4,2.9,0.3,35.3,0.9,68.7,1.0
2025,3,Numeracy,Australia,Parental occupation,Parental occupation not stated/unknown,,"23,125",89.9,"20,788",381.2,3.1,78.5,3.8,18.0,28.5,42.4,7.3,0.8,49.8,1.7,78.2,1.3
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Indigenous major cities,,"9,118",89.1,"8,123",357.4,2.1,68.0,3.3,24.4,35.3,34.8,2.1,0.3,37.0,1.4,72.3,1.5
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Indigenous inner regional,,"6,109",89.7,"5,479",354.6,2.8,66.1,2.6,25.5,36.6,33.4,1.7,0.4,35.2,1.7,71.8,1.8
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Indigenous outer regional,,"4,401",87.1,"3,834",337.8,4.0,67.1,3.0,34.3,35.9,25.9,1.0,0.4,26.9,2.2,62.8,2.7
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Indigenous remote,,"1,207",77.6,937,305.0,9.5,73.7,3.3,53.5,27.1,15.3,0.7,0.7,16.1,3.5,43.2,5.3
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Indigenous very remote,,"1,671",65.4,"1,093",258.4,8.8,68.4,1.3,78.5,15.2,4.9,0.1,0.2,5.0,1.6,20.1,4.2
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"223,601",96.1,"214,769",414.4,1.2,70.3,2.0,7.0,22.5,55.7,12.8,0.4,68.5,0.6,91.0,0.3
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"48,726",94.5,"46,025",400.1,1.4,65.7,1.5,8.9,26.9,55.3,7.5,0.4,62.8,0.9,89.7,0.5
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"19,934",94.3,"18,790",391.5,2.0,64.5,1.7,10.5,30.4,51.8,5.6,0.5,57.4,1.3,87.8,0.8
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Non-Indigenous remote,,"2,581",95.0,"2,451",388.8,4.0,62.7,0.8,10.5,32.2,51.4,5.1,1.1,56.5,2.8,88.6,1.8
2025,3,Numeracy,Australia,Indigeneity by ABS remoteness,Non-Indigenous very remote,,921,92.2,849,377.5,6.1,65.2,0.5,15.7,32.9,47.4,3.5,1.5,50.9,5.0,83.7,3.4
2025,5,Reading,New South Wales,All,All,,"100,435",97.4,"97,849",496.8,1.9,75.7,1.6,6.8,17.0,53.0,21.7,0.9,74.6,0.8,91.6,0.4
2025,5,Reading,New South Wales,Gender,Male,,"51,815",96.9,"50,194",492.0,2.3,78.8,2.0,8.3,18.2,50.6,20.9,1.0,71.5,1.0,89.7,0.6
2025,5,Reading,New South Wales,Gender,Female,,"48,615",98.0,"47,652",501.8,2.0,71.9,1.1,5.2,15.7,55.5,22.5,1.0,78.0,0.8,93.7,0.4
2025,5,Reading,New South Wales,Indigeneity,Indigenous,,"7,806",93.9,"7,328",439.2,2.6,74.4,2.6,20.8,29.6,42.1,4.9,0.6,46.9,1.7,76.6,1.5
2025,5,Reading,New South Wales,Indigeneity,Non-Indigenous,,"91,150",97.7,"89,093",501.3,1.9,73.7,1.4,5.6,16.0,54.0,22.9,0.9,76.9,0.8,92.9,0.4
2025,5,Reading,New South Wales,ABS remoteness,Major cities,,"76,485",97.9,"74,891",503.4,2.3,75.2,1.6,5.7,15.5,52.8,24.3,1.1,77.2,1.0,92.6,0.5
2025,5,Reading,New South Wales,ABS remoteness,Inner regional,,"19,421",96.0,"18,640",478.2,2.6,72.7,1.4,9.5,21.3,54.3,13.6,1.0,67.9,1.5,89.2,1.0
2025,5,Reading,New South Wales,ABS remoteness,Outer regional,,"4,113",95.6,"3,931",467.6,5.0,74.1,1.1,12.4,24.2,50.6,11.6,1.6,62.3,2.8,86.4,2.0
2025,5,Reading,New South Wales,ABS remoteness,Remote,,330,93.9,310,442.5,17.1,79.5,0.6,21.9,26.1,44.4,7.0,3.4,51.4,10.1,77.5,7.9
2025,5,Reading,New South Wales,ABS remoteness,Very remote,,86,89.5,77,413.5,30.5,83.3,0.0,34.7,30.5,30.2,4.7,6.5,34.9,14.7,65.3,15.5
2025,5,Reading,New South Wales,Language background,Non-LBOTE,,"65,912",97.1,"63,978",491.9,1.8,73.8,1.3,7.3,17.8,54.5,19.1,0.7,73.6,0.8,91.5,0.5
2025,5,Reading,New South Wales,Language background,LBOTE,,"34,110",98.2,"33,484",506.5,3.4,78.2,2.0,5.8,15.3,50.2,26.6,1.6,76.8,1.4,92.2,0.7
2025,5,Reading,New South Wales,Parental education,Parental education: bachelor,,"51,358",98.4,"50,524",524.6,1.7,68.0,1.0,2.4,9.8,54.1,32.8,1.0,86.9,0.6,96.6,0.3
2025,5,Reading,New South Wales,Parental education,Parental education: diploma,,"14,122",97.4,"13,755",483.3,1.5,67.0,1.4,6.8,20.5,58.2,13.0,0.7,71.3,1.0,91.8,0.6
2025,5,Reading,New South Wales,Parental education,Parental education: certificate,,"22,052",96.7,"21,315",463.8,1.4,68.1,1.7,11.1,26.3,52.9,7.9,0.5,60.8,0.9,87.1,0.6
2025,5,Reading,New South Wales,Parental education,Parental education: Year 12,,"4,554",96.1,"4,378",463.1,2.8,72.2,3.1,12.0,26.2,49.3,9.3,1.1,58.6,1.7,84.9,1.2
2025,5,Reading,New South Wales,Parental education,Parental education: Year 11,,"5,987",93.6,"5,604",427.5,2.7,73.1,4.1,24.8,31.1,37.0,3.0,0.6,40.0,1.8,71.1,1.6
2025,5,Reading,New South Wales,Parental education,Parental education: not stated,,"2,362",96.2,"2,273",511.0,10.0,84.2,3.3,7.2,13.3,45.7,30.5,4.9,76.2,4.3,89.5,2.4
2025,5,Reading,New South Wales,Parental occupation,Senior managers and professionals,,"34,815",98.5,"34,289",522.8,1.8,68.4,0.7,2.5,10.5,54.3,32.1,1.1,86.4,0.6,96.9,0.3
2025,5,Reading,New South Wales,Parental occupation,Other managers and associate professionals,,"22,269",97.9,"21,794",508.3,1.9,69.6,1.1,3.8,13.8,56.8,24.5,1.1,81.3,0.7,95.1,0.4
2025,5,Reading,New South Wales,Parental occupation,"Skilled trades, clerical and sales",,"21,726",97.4,"21,155",479.5,1.8,71.1,1.5,8.5,22.0,54.5,13.5,0.8,68.0,0.9,90.0,0.5
2025,5,Reading,New South Wales,Parental occupation,"Unskilled manual, office & sales",,"10,845",96.5,"10,467",460.6,2.1,72.6,2.6,13.1,26.7,48.8,8.7,0.7,57.6,1.3,84.3,1.0
2025,5,Reading,New South Wales,Parental occupation,Not in paid work for 12 months,,"7,985",93.3,"7,450",439.5,2.9,76.8,4.9,21.0,28.6,39.8,5.7,0.7,45.5,1.7,74.1,1.4
2025,5,Reading,New South Wales,Parental occupation,Parental occupation not stated/unknown,,"2,795",96.4,"2,694",507.8,8.8,81.5,2.9,6.7,14.2,48.3,27.9,4.3,76.2,3.7,90.3,2.0
2025,5,Reading,New South Wales,Indigeneity by ABS remoteness,Indigenous major cities,,"3,674",94.4,"3,468",447.0,3.5,74.4,3.2,18.0,28.0,45.0,5.8,0.9,50.8,2.2,78.8,2.0
