year,state_letter,state_short,affiliation,sex,cohort,arr_indigenous,arr_non_indigenous,arr_all,state_name,state_code
2021,g,NT,Non-Government,Female,Year 7/8 - Year 11,41.3,58.7,53.3,Northern Territory,7
2021,g,NT,Non-Government,Female,Year 7/8 - Year 12,28.9,55.9,46.5,Northern Territory,7
2021,g,NT,Non-Government,Female,Year 10 - Year 12,40.0,88.8,70.1,Northern Territory,7
2021,g,NT,Non-Government,Persons,Year 7/8 - Year 9,83.3,90.4,88.1,Northern Territory,7
2021,g,NT,Non-Government,Persons,Year 7/8 - Year 10,61.5,72.7,68.8,Northern Territory,7
2021,g,NT,Non-Government,Persons,Year 7/8 - Year 11,43.1,63.4,57.1,Northern Territory,7
2021,g,NT,Non-Government,Persons,Year 7/8 - Year 12,27.5,53.9,44.4,Northern Territory,7
2021,g,NT,Non-Government,Persons,Year 10 - Year 12,36.7,82.2,64.4,Northern Territory,7
2021,g,NT,Catholic,Male,Year 7/8 - Year 9,80.2,96.3,90.3,Northern Territory,7
2021,g,NT,Catholic,Male,Year 7/8 - Year 10,57.8,73.1,67.7,Northern Territory,7
2021,g,NT,Catholic,Male,Year 7/8 - Year 11,43.9,70.8,62.0,Northern Territory,7
2021,g,NT,Catholic,Male,Year 7/8 - Year 12,23.9,51.8,40.3,Northern Territory,7
2021,g,NT,Catholic,Male,Year 10 - Year 12,38.4,73.5,60.0,Northern Territory,7
2021,g,NT,Catholic,Female,Year 7/8 - Year 9,76.1,97.0,89.9,Northern Territory,7
2021,g,NT,Catholic,Female,Year 7/8 - Year 10,80.8,74.5,76.6,Northern Territory,7
2021,g,NT,Catholic,Female,Year 7/8 - Year 11,37.1,63.5,54.4,Northern Territory,7
2021,g,NT,Catholic,Female,Year 7/8 - Year 12,29.6,60.8,48.5,Northern Territory,7
2021,g,NT,Catholic,Female,Year 10 - Year 12,46.6,89.2,73.1,Northern Territory,7
2021,g,NT,Catholic,Persons,Year 7/8 - Year 9,78.3,96.7,90.1,Northern Territory,7
2021,g,NT,Catholic,Persons,Year 7/8 - Year 10,68.1,73.7,71.8,Northern Territory,7
2021,g,NT,Catholic,Persons,Year 7/8 - Year 11,40.4,67.2,58.2,Northern Territory,7
2021,g,NT,Catholic,Persons,Year 7/8 - Year 12,26.7,56.4,44.4,Northern Territory,7
2021,g,NT,Catholic,Persons,Year 10 - Year 12,42.5,81.4,66.6,Northern Territory,7
2021,g,NT,Independent,Male,Year 7/8 - Year 9,79.3,83.7,82.5,Northern Territory,7
2021,g,NT,Independent,Male,Year 7/8 - Year 10,60.0,70.3,66.7,Northern Territory,7
2021,g,NT,Independent,Male,Year 7/8 - Year 11,45.7,65.9,60.1,Northern Territory,7
2021,g,NT,Independent,Male,Year 7/8 - Year 12,28.2,51.7,43.9,Northern Territory,7
2021,g,NT,Independent,Male,Year 10 - Year 12,30.6,77.6,58.3,Northern Territory,7
2021,g,NT,Independent,Female,Year 7/8 - Year 9,96.8,87.1,90.1,Northern Territory,7
2021,g,NT,Independent,Female,Year 7/8 - Year 10,54.6,73.75,67.0,Northern Territory,7
2021,g,NT,Independent,Female,Year 7/8 - Year 11,45.6,55.0,52.3,Northern Territory,7
2021,g,NT,Independent,Female,Year 7/8 - Year 12,28.3,52.4,44.9,Northern Territory,7
2021,g,NT,Independent,Female,Year 10 - Year 12,34.8,88.4,67.8,Northern Territory,7
2021,g,NT,Independent,Persons,Year 7/8 - Year 9,88.6,85.4,86.4,Northern Territory,7
2021,g,NT,Independent,Persons,Year 7/8 - Year 10,57.3,72.1,66.9,Northern Territory,7
2021,g,NT,Independent,Persons,Year 7/8 - Year 11,45.7,60.6,56.2,Northern Territory,7
2021,g,NT,Independent,Persons,Year 7/8 - Year 12,28.3,52.1,44.4,Northern Territory,7
2021,g,NT,Independent,Persons,Year 10 - Year 12,32.5,82.8,62.8,Northern Territory,7
2021,g,NT,All affiliations,Male,Year 7/8 - Year 9,85.4,94.5,90.5,Northern Territory,7
2021,g,NT,All affiliations,Male,Year 7/8 - Year 10,72.9,91.1,83.4,Northern Territory,7
2021,g,NT,All affiliations,Male,Year 7/8 - Year 11,58.1,85.5,73.9,Northern Territory,7
2021,g,NT,All affiliations,Male,Year 7/8 - Year 12,31.6,70.7,53.1,Northern Territory,7
2021,g,NT,All affiliations,Male,Year 10 - Year 12,42.2,75.8,62.4,Northern Territory,7
2021,g,NT,All affiliations,Female,Year 7/8 - Year 9,91.5,95.4,93.8,Northern Territory,7
2021,g,NT,All affiliations,Female,Year 7/8 - Year 10,76.4,89.6,83.9,Northern Territory,7
2021,g,NT,All affiliations,Female,Year 7/8 - Year 11,64.3,86.6,76.7,Northern Territory,7
2021,g,NT,All affiliations,Female,Year 7/8 - Year 12,35.0,80.0,60.6,Northern Territory,7
2021,g,NT,All affiliations,Female,Year 10 - Year 12,46.2,90.0,72.8,Northern Territory,7
2021,g,NT,All affiliations,Persons,Year 7/8 - Year 9,88.3,95.0,92.1,Northern Territory,7
2021,g,NT,All affiliations,Persons,Year 7/8 - Year 10,74.7,90.4,83.7,Northern Territory,7
2021,g,NT,All affiliations,Persons,Year 7/8 - Year 11,61.1,86.0,75.2,Northern Territory,7
2021,g,NT,All affiliations,Persons,Year 7/8 - Year 12,33.2,75.4,56.8,Northern Territory,7
2021,g,NT,All affiliations,Persons,Year 10 - Year 12,44.1,82.7,67.5,Northern Territory,7
2021,h,ACT,Government,Male,Year 7/8 - Year 9,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Male,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Male,Year 7/8 - Year 11,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Male,Year 7/8 - Year 12,65.1,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Male,Year 10 - Year 12,67.2,96.0,94.8,Australian Capital Territory,8
2021,h,ACT,Government,Female,Year 7/8 - Year 9,92.3,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Female,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Female,Year 7/8 - Year 11,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Female,Year 7/8 - Year 12,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Female,Year 10 - Year 12,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Persons,Year 7/8 - Year 9,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Persons,Year 7/8 - Year 11,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Persons,Year 7/8 - Year 12,91.7,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Government,Persons,Year 10 - Year 12,89.4,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Non-Government,Male,Year 7/8 - Year 9,96.8,99.6,99.6,Australian Capital Territory,8
2021,h,ACT,Non-Government,Male,Year 7/8 - Year 10,95.2,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Non-Government,Male,Year 7/8 - Year 11,61.5,75.9,75.6,Australian Capital Territory,8
2021,h,ACT,Non-Government,Male,Year 7/8 - Year 12,76.9,68.5,68.6,Australian Capital Territory,8
2021,h,ACT,Non-Government,Male,Year 10 - Year 12,52.6,73.9,73.5,Australian Capital Territory,8
2021,h,ACT,Non-Government,Female,Year 7/8 - Year 9,100.0,97.7,98.4,Australian Capital Territory,8
2021,h,ACT,Non-Government,Female,Year 7/8 - Year 10,100.0,97.1,97.5,Australian Capital Territory,8
2021,h,ACT,Non-Government,Female,Year 7/8 - Year 11,75.0,77.9,77.9,Australian Capital Territory,8
2021,h,ACT,Non-Government,Female,Year 7/8 - Year 12,45.5,75.4,74.8,Australian Capital Territory,8
2021,h,ACT,Non-Government,Female,Year 10 - Year 12,52.6,77.6,77.2,Australian Capital Territory,8
2021,h,ACT,Non-Government,Persons,Year 7/8 - Year 9,100.0,98.6,99.0,Australian Capital Territory,8
2021,h,ACT,Non-Government,Persons,Year 7/8 - Year 10,100.0,99.2,99.4,Australian Capital Territory,8
2021,h,ACT,Non-Government,Persons,Year 7/8 - Year 11,68.0,76.9,76.7,Australian Capital Territory,8
2021,h,ACT,Non-Government,Persons,Year 7/8 - Year 12,57.1,71.8,71.6,Australian Capital Territory,8
2021,h,ACT,Non-Government,Persons,Year 10 - Year 12,52.6,75.7,75.4,Australian Capital Territory,8
2021,h,ACT,Catholic,Male,Year 7/8 - Year 9,88.5,98.3,98.0,Australian Capital Territory,8
2021,h,ACT,Catholic,Male,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Catholic,Male,Year 7/8 - Year 11,50.0,71.3,70.8,Australian Capital Territory,8
2021,h,ACT,Catholic,Male,Year 7/8 - Year 12,55.6,66.1,66.0,Australian Capital Territory,8
2021,h,ACT,Catholic,Male,Year 10 - Year 12,50.0,72.0,71.8,Australian Capital Territory,8
2021,h,ACT,Catholic,Female,Year 7/8 - Year 9,100.0,97.9,98.1,Australian Capital Territory,8
2021,h,ACT,Catholic,Female,Year 7/8 - Year 10,100.0,93.9,94.1,Australian Capital Territory,8
2021,h,ACT,Catholic,Female,Year 7/8 - Year 11,62.5,73.7,73.3,Australian Capital Territory,8
2021,h,ACT,Catholic,Female,Year 7/8 - Year 12,35.3,68.4,67.6,Australian Capital Territory,8
2021,h,ACT,Catholic,Female,Year 10 - Year 12,66.7,73.0,73.0,Australian Capital Territory,8
2021,h,ACT,Catholic,Persons,Year 7/8 - Year 9,95.5,98.1,98.1,Australian Capital Territory,8
2021,h,ACT,Catholic,Persons,Year 7/8 - Year 10,100.0,97.9,98.0,Australian Capital Territory,8
2021,h,ACT,Catholic,Persons,Year 7/8 - Year 11,56.5,72.4,72.0,Australian Capital Territory,8
2021,h,ACT,Catholic,Persons,Year 7/8 - Year 12,42.3,67.2,66.8,Australian Capital Territory,8
2021,h,ACT,Catholic,Persons,Year 10 - Year 12,57.9,72.5,72.3,Australian Capital Territory,8
2021,h,ACT,Independent,Male,Year 7/8 - Year 9,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Independent,Male,Year 7/8 - Year 10,60.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Independent,Male,Year 7/8 - Year 11,100.0,85.1,85.4,Australian Capital Territory,8
2021,h,ACT,Independent,Male,Year 7/8 - Year 12,100.0,73.0,73.4375,Australian Capital Territory,8
2021,h,ACT,Independent,Male,Year 10 - Year 12,55.6,77.1,76.7,Australian Capital Territory,8
2021,h,ACT,Independent,Female,Year 7/8 - Year 9,100.0,97.3,98.8,Australian Capital Territory,8
2021,h,ACT,Independent,Female,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Independent,Female,Year 7/8 - Year 11,0.0,84.4,85.0,Australian Capital Territory,8
2021,h,ACT,Independent,Female,Year 7/8 - Year 12,80.0,86.4,86.4,Australian Capital Territory,8
2021,h,ACT,Independent,Female,Year 10 - Year 12,40.0,84.2,83.3,Australian Capital Territory,8
2021,h,ACT,Independent,Persons,Year 7/8 - Year 9,100.0,99.6,100.0,Australian Capital Territory,8
2021,h,ACT,Independent,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,Independent,Persons,Year 7/8 - Year 11,100.0,84.7,85.2,Australian Capital Territory,8
2021,h,ACT,Independent,Persons,Year 7/8 - Year 12,100.0,79.8,80.0,Australian Capital Territory,8
2021,h,ACT,Independent,Persons,Year 10 - Year 12,47.4,80.9,80.2,Australian Capital Territory,8
2021,h,ACT,All affiliations,Male,Year 7/8 - Year 9,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Male,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Male,Year 7/8 - Year 11,97.4,96.4,96.4,Australian Capital Territory,8
2021,h,ACT,All affiliations,Male,Year 7/8 - Year 12,67.1,86.6,86.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Male,Year 10 - Year 12,63.8,86.0,85.4,Australian Capital Territory,8
2021,h,ACT,All affiliations,Female,Year 7/8 - Year 9,100.0,99.4,99.6,Australian Capital Territory,8
2021,h,ACT,All affiliations,Female,Year 7/8 - Year 10,100.0,99.9,100.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Female,Year 7/8 - Year 11,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Female,Year 7/8 - Year 12,100.0,95.9,96.1,Australian Capital Territory,8
2021,h,ACT,All affiliations,Female,Year 10 - Year 12,97.5,94.1,94.2,Australian Capital Territory,8
2021,h,ACT,All affiliations,Persons,Year 7/8 - Year 9,100.0,99.9,100.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,Australian Capital Territory,8
2021,h,ACT,All affiliations,Persons,Year 7/8 - Year 11,100.0,98.5,98.7,Australian Capital Territory,8
2021,h,ACT,All affiliations,Persons,Year 7/8 - Year 12,83.9,91.1,90.9,Australian Capital Territory,8
2021,h,ACT,All affiliations,Persons,Year 10 - Year 12,80.7,89.9,89.7,Australian Capital Territory,8
2020,a,NSW,Government,Male,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Government,Male,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Government,Male,Year 7/8 - Year 11,73.2,90.2,88.9,New South Wales,1
2020,a,NSW,Government,Male,Year 7/8 - Year 12,46.3,73.1,71.1,New South Wales,1
2020,a,NSW,Government,Male,Year 10 - Year 12,44.8,70.7,68.7,New South Wales,1
2020,a,NSW,Government,Female,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Government,Female,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Government,Female,Year 7/8 - Year 11,79.9,95.7,94.5,New South Wales,1
2020,a,NSW,Government,Female,Year 7/8 - Year 12,56.0,82.5,80.4,New South Wales,1
2020,a,NSW,Government,Female,Year 10 - Year 12,53.2,80.2,78.0,New South Wales,1
2020,a,NSW,Government,Persons,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Government,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Government,Persons,Year 7/8 - Year 11,76.5,92.9,91.6,New South Wales,1
2020,a,NSW,Government,Persons,Year 7/8 - Year 12,51.2,77.7,75.7,New South Wales,1
2020,a,NSW,Government,Persons,Year 10 - Year 12,49.1,75.3,73.3,New South Wales,1
2020,a,NSW,Non-Government,Male,Year 7/8 - Year 9,100.0,99.0,99.2,New South Wales,1
2020,a,NSW,Non-Government,Male,Year 7/8 - Year 10,100.0,97.8,98.1,New South Wales,1
2020,a,NSW,Non-Government,Male,Year 7/8 - Year 11,86.3,85.7,85.7,New South Wales,1
2020,a,NSW,Non-Government,Male,Year 7/8 - Year 12,68.0,78.2,77.9,New South Wales,1
2020,a,NSW,Non-Government,Male,Year 10 - Year 12,60.5,80.4,79.9,New South Wales,1
2020,a,NSW,Non-Government,Female,Year 7/8 - Year 9,100.0,99.7,100.0,New South Wales,1
2020,a,NSW,Non-Government,Female,Year 7/8 - Year 10,100.0,99.5,100.0,New South Wales,1
2020,a,NSW,Non-Government,Female,Year 7/8 - Year 11,93.8,91.4,91.5,New South Wales,1
2020,a,NSW,Non-Government,Female,Year 7/8 - Year 12,86.3,86.3,86.3,New South Wales,1
2020,a,NSW,Non-Government,Female,Year 10 - Year 12,77.9,87.2,86.9,New South Wales,1
2020,a,NSW,Non-Government,Persons,Year 7/8 - Year 9,100.0,99.4,99.6,New South Wales,1
2020,a,NSW,Non-Government,Persons,Year 7/8 - Year 10,100.0,98.7,99.1,New South Wales,1
2020,a,NSW,Non-Government,Persons,Year 7/8 - Year 11,90.2,88.5,88.5,New South Wales,1
2020,a,NSW,Non-Government,Persons,Year 7/8 - Year 12,76.9,82.2,82.1,New South Wales,1
2020,a,NSW,Non-Government,Persons,Year 10 - Year 12,69.0,83.8,83.4,New South Wales,1
2020,a,NSW,Catholic,Male,Year 7/8 - Year 9,94.3,98.3,98.1,New South Wales,1
2020,a,NSW,Catholic,Male,Year 7/8 - Year 10,93.6,96.1,96.0,New South Wales,1
2020,a,NSW,Catholic,Male,Year 7/8 - Year 11,73.2,81.3,81.1,New South Wales,1
2020,a,NSW,Catholic,Male,Year 7/8 - Year 12,58.2,74.2,73.7,New South Wales,1
2020,a,NSW,Catholic,Male,Year 10 - Year 12,60.7,77.6,77.1,New South Wales,1
2020,a,NSW,Catholic,Female,Year 7/8 - Year 9,100.0,98.0,98.1,New South Wales,1
2020,a,NSW,Catholic,Female,Year 7/8 - Year 10,96.5,96.5,96.5,New South Wales,1
2020,a,NSW,Catholic,Female,Year 7/8 - Year 11,79.7,88.5,88.3,New South Wales,1
2020,a,NSW,Catholic,Female,Year 7/8 - Year 12,77.5,83.6,83.4,New South Wales,1
2020,a,NSW,Catholic,Female,Year 10 - Year 12,78.8,87.5,87.3,New South Wales,1
2020,a,NSW,Catholic,Persons,Year 7/8 - Year 9,97.6,98.1,98.1,New South Wales,1
2020,a,NSW,Catholic,Persons,Year 7/8 - Year 10,95.0,96.3,96.3,New South Wales,1
2020,a,NSW,Catholic,Persons,Year 7/8 - Year 11,76.6,84.8,84.6,New South Wales,1
2020,a,NSW,Catholic,Persons,Year 7/8 - Year 12,67.4,78.8,78.5,New South Wales,1
2020,a,NSW,Catholic,Persons,Year 10 - Year 12,69.4,82.5,82.2,New South Wales,1
2020,a,NSW,Independent,Male,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Independent,Male,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Independent,Male,Year 7/8 - Year 11,100.0,92.3,92.8,New South Wales,1
2020,a,NSW,Independent,Male,Year 7/8 - Year 12,96.6,84.1,84.3,New South Wales,1
2020,a,NSW,Independent,Male,Year 10 - Year 12,60.3,84.4,83.8,New South Wales,1
2020,a,NSW,Independent,Female,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Independent,Female,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Independent,Female,Year 7/8 - Year 11,100.0,95.8,96.4,New South Wales,1
2020,a,NSW,Independent,Female,Year 7/8 - Year 12,100.0,90.5,90.8,New South Wales,1
2020,a,NSW,Independent,Female,Year 10 - Year 12,76.5,86.7,86.5,New South Wales,1
2020,a,NSW,Independent,Persons,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Independent,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,Independent,Persons,Year 7/8 - Year 11,100.0,94.0,94.6,New South Wales,1
2020,a,NSW,Independent,Persons,Year 7/8 - Year 12,100.0,87.3,87.5,New South Wales,1
2020,a,NSW,Independent,Persons,Year 10 - Year 12,68.2,85.6,85.2,New South Wales,1
2020,a,NSW,All affiliations,Male,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,All affiliations,Male,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,All affiliations,Male,Year 7/8 - Year 11,75.5,88.2,87.5,New South Wales,1
2020,a,NSW,All affiliations,Male,Year 7/8 - Year 12,50.5,75.3,74.0,New South Wales,1
2020,a,NSW,All affiliations,Male,Year 10 - Year 12,48.1,74.8,73.3,New South Wales,1
2020,a,NSW,All affiliations,Female,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,All affiliations,Female,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,All affiliations,Female,Year 7/8 - Year 11,82.6,93.8,93.2,New South Wales,1
2020,a,NSW,All affiliations,Female,Year 7/8 - Year 12,61.7,84.2,83.0,New South Wales,1
2020,a,NSW,All affiliations,Female,Year 10 - Year 12,58.0,83.2,81.8,New South Wales,1
2020,a,NSW,All affiliations,Persons,Year 7/8 - Year 9,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,All affiliations,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,New South Wales,1
2020,a,NSW,All affiliations,Persons,Year 7/8 - Year 11,79.0,91.0,90.3,New South Wales,1
2020,a,NSW,All affiliations,Persons,Year 7/8 - Year 12,56.1,79.7,78.4,New South Wales,1
2020,a,NSW,All affiliations,Persons,Year 10 - Year 12,53.1,79.0,77.5,New South Wales,1
2020,b,Vic,Government,Male,Year 7/8 - Year 9,98.3,100.0,100.0,Victoria,2
2020,b,Vic,Government,Male,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Government,Male,Year 7/8 - Year 11,78.2,96.2,95.8,Victoria,2
2020,b,Vic,Government,Male,Year 7/8 - Year 12,50.0,80.0,79.3,Victoria,2
2020,b,Vic,Government,Male,Year 10 - Year 12,53.7,73.5,73.1,Victoria,2
2020,b,Vic,Government,Female,Year 7/8 - Year 9,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Government,Female,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Government,Female,Year 7/8 - Year 11,91.1,100.0,100.0,Victoria,2
2020,b,Vic,Government,Female,Year 7/8 - Year 12,66.3,92.0,91.4,Victoria,2
2020,b,Vic,Government,Female,Year 10 - Year 12,67.4,83.7,83.4,Victoria,2
2020,b,Vic,Government,Persons,Year 7/8 - Year 9,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Government,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Government,Persons,Year 7/8 - Year 11,84.5,99.7,99.3,Victoria,2
2020,b,Vic,Government,Persons,Year 7/8 - Year 12,57.8,85.7,85.1,Victoria,2
2020,b,Vic,Government,Persons,Year 10 - Year 12,60.5,78.4,78.1,Victoria,2
2020,b,Vic,Non-Government,Male,Year 7/8 - Year 9,100.0,98.3,98.3,Victoria,2
2020,b,Vic,Non-Government,Male,Year 7/8 - Year 10,100.0,98.4,98.5,Victoria,2
2020,b,Vic,Non-Government,Male,Year 7/8 - Year 11,100.0,95.7,95.8,Victoria,2
2020,b,Vic,Non-Government,Male,Year 7/8 - Year 12,100.0,86.7,87.0,Victoria,2
2020,b,Vic,Non-Government,Male,Year 10 - Year 12,100.0,88.6,88.7,Victoria,2
2020,b,Vic,Non-Government,Female,Year 7/8 - Year 9,93.3,99.4,99.4,Victoria,2
2020,b,Vic,Non-Government,Female,Year 7/8 - Year 10,93.2,99.6,99.5,Victoria,2
2020,b,Vic,Non-Government,Female,Year 7/8 - Year 11,100.0,98.7,98.8,Victoria,2
2020,b,Vic,Non-Government,Female,Year 7/8 - Year 12,89.7,94.4,94.4,Victoria,2
2020,b,Vic,Non-Government,Female,Year 10 - Year 12,77.2,95.0,94.8,Victoria,2
2020,b,Vic,Non-Government,Persons,Year 7/8 - Year 9,98.4,98.8,98.8,Victoria,2
2020,b,Vic,Non-Government,Persons,Year 7/8 - Year 10,100.0,99.0,99.0,Victoria,2
2020,b,Vic,Non-Government,Persons,Year 7/8 - Year 11,100.0,97.2,97.3,Victoria,2
2020,b,Vic,Non-Government,Persons,Year 7/8 - Year 12,100.0,90.6,90.7,Victoria,2
2020,b,Vic,Non-Government,Persons,Year 10 - Year 12,88.0,91.8,91.8,Victoria,2
2020,b,Vic,Catholic,Male,Year 7/8 - Year 9,100.0,97.2,97.3,Victoria,2
2020,b,Vic,Catholic,Male,Year 7/8 - Year 10,100.0,95.5,95.7,Victoria,2
2020,b,Vic,Catholic,Male,Year 7/8 - Year 11,90.9,88.7,88.7,Victoria,2
2020,b,Vic,Catholic,Male,Year 7/8 - Year 12,96.8,78.5,78.6,Victoria,2
2020,b,Vic,Catholic,Male,Year 10 - Year 12,81.3,83.8,83.8,Victoria,2
2020,b,Vic,Catholic,Female,Year 7/8 - Year 9,100.0,97.7,97.7,Victoria,2
2020,b,Vic,Catholic,Female,Year 7/8 - Year 10,100.0,95.5,95.5,Victoria,2
2020,b,Vic,Catholic,Female,Year 7/8 - Year 11,84.3,91.1,91.1,Victoria,2
2020,b,Vic,Catholic,Female,Year 7/8 - Year 12,70.8,86.9,86.7,Victoria,2
2020,b,Vic,Catholic,Female,Year 10 - Year 12,68.9,92.5,92.3,Victoria,2
2020,b,Vic,Catholic,Persons,Year 7/8 - Year 9,100.0,97.4,97.5,Victoria,2
2020,b,Vic,Catholic,Persons,Year 7/8 - Year 10,100.0,95.5,95.6,Victoria,2
2020,b,Vic,Catholic,Persons,Year 7/8 - Year 11,87.2,89.9,89.9,Victoria,2
2020,b,Vic,Catholic,Persons,Year 7/8 - Year 12,83.0,82.7,82.7,Victoria,2
2020,b,Vic,Catholic,Persons,Year 10 - Year 12,75.2,88.2,88.0,Victoria,2
2020,b,Vic,Independent,Male,Year 7/8 - Year 9,92.5,99.6,99.5,Victoria,2
2020,b,Vic,Independent,Male,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Male,Year 7/8 - Year 11,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Male,Year 7/8 - Year 12,100.0,97.1,97.6,Victoria,2
2020,b,Vic,Independent,Male,Year 10 - Year 12,100.0,94.1,94.3,Victoria,2
2020,b,Vic,Independent,Female,Year 7/8 - Year 9,81.2,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Female,Year 7/8 - Year 10,81.1,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Female,Year 7/8 - Year 11,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Female,Year 7/8 - Year 12,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Female,Year 10 - Year 12,87.1,97.8,97.7,Victoria,2
2020,b,Vic,Independent,Persons,Year 7/8 - Year 9,85.3,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Persons,Year 7/8 - Year 10,91.3,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Persons,Year 7/8 - Year 11,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Persons,Year 7/8 - Year 12,100.0,100.0,100.0,Victoria,2
2020,b,Vic,Independent,Persons,Year 10 - Year 12,100.0,95.9,96.0,Victoria,2
2020,b,Vic,All affiliations,Male,Year 7/8 - Year 9,99.5,100.0,100.0,Victoria,2
2020,b,Vic,All affiliations,Male,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
2020,b,Vic,All affiliations,Male,Year 7/8 - Year 11,85.8,96.0,95.8,Victoria,2
2020,b,Vic,All affiliations,Male,Year 7/8 - Year 12,63.3,83.0,82.6,Victoria,2
2020,b,Vic,All affiliations,Male,Year 10 - Year 12,63.8,79.8,79.6,Victoria,2
2020,b,Vic,All affiliations,Female,Year 7/8 - Year 9,100.0,100.0,100.0,Victoria,2
2020,b,Vic,All affiliations,Female,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
2020,b,Vic,All affiliations,Female,Year 7/8 - Year 11,94.0,100.0,100.0,Victoria,2
2020,b,Vic,All affiliations,Female,Year 7/8 - Year 12,71.4,93.1,92.8,Victoria,2
2020,b,Vic,All affiliations,Female,Year 10 - Year 12,69.8,88.6,88.3,Victoria,2
2020,b,Vic,All affiliations,Persons,Year 7/8 - Year 9,100.0,100.0,100.0,Victoria,2
2020,b,Vic,All affiliations,Persons,Year 7/8 - Year 10,100.0,100.0,100.0,Victoria,2
