year,state_name,Affiliation,School Level,Student to Teaching Staff Ratio
2020,c Qld,a Government,c All Levels,13.4
2020,c Qld,b Non-Government,a Primary School,15.9
2020,c Qld,b Non-Government,b Secondary School,12.1
2020,c Qld,b Non-Government,c All Levels,13.7
2020,c Qld,c Catholic,a Primary School,16.3
2020,c Qld,c Catholic,b Secondary School,12.3
2020,c Qld,c Catholic,c All Levels,14.1
2020,c Qld,d Independent,a Primary School,15.5
2020,c Qld,d Independent,b Secondary School,11.9
2020,c Qld,d Independent,c All Levels,13.3
2020,c Qld,e All Affiliations,a Primary School,14.8
2020,c Qld,e All Affiliations,b Secondary School,12.1
2020,c Qld,e All Affiliations,c All Levels,13.5
2020,d SA,a Government,a Primary School,14.5
2020,d SA,a Government,b Secondary School,12.5
2020,d SA,a Government,c All Levels,13.7
2020,d SA,b Non-Government,a Primary School,14.9
2020,d SA,b Non-Government,b Secondary School,12.1
2020,d SA,b Non-Government,c All Levels,13.3
2020,d SA,c Catholic,a Primary School,16.0
2020,d SA,c Catholic,b Secondary School,12.7
2020,d SA,c Catholic,c All Levels,14.3
2020,d SA,d Independent,a Primary School,13.9
2020,d SA,d Independent,b Secondary School,11.5
2020,d SA,d Independent,c All Levels,12.6
2020,d SA,e All Affiliations,a Primary School,14.6
2020,d SA,e All Affiliations,b Secondary School,12.3
2020,d SA,e All Affiliations,c All Levels,13.6
2020,e WA,a Government,a Primary School,15.6
2020,e WA,a Government,b Secondary School,12.8
2020,e WA,a Government,c All Levels,14.4
2020,e WA,b Non-Government,a Primary School,15.2
2020,e WA,b Non-Government,b Secondary School,11.7
2020,e WA,b Non-Government,c All Levels,13.1
2020,e WA,c Catholic,a Primary School,16.5
2020,e WA,c Catholic,b Secondary School,12.6
2020,e WA,c Catholic,c All Levels,14.3
2020,e WA,d Independent,a Primary School,13.8
2020,e WA,d Independent,b Secondary School,11.0
2020,e WA,d Independent,c All Levels,12.0
2020,e WA,e All Affiliations,a Primary School,15.5
2020,e WA,e All Affiliations,b Secondary School,12.3
2020,e WA,e All Affiliations,c All Levels,14.0
2020,f Tas.,a Government,a Primary School,13.9
2020,f Tas.,a Government,b Secondary School,12.5
2020,f Tas.,a Government,c All Levels,13.3
2020,f Tas.,b Non-Government,a Primary School,14.3
2020,f Tas.,b Non-Government,b Secondary School,10.8
2020,f Tas.,b Non-Government,c All Levels,12.3
2020,f Tas.,c Catholic,a Primary School,15.4
2020,f Tas.,c Catholic,b Secondary School,12.1
2020,f Tas.,c Catholic,c All Levels,13.6
2020,f Tas.,d Independent,a Primary School,12.8
2020,f Tas.,d Independent,b Secondary School,9.5
2020,f Tas.,d Independent,c All Levels,10.8
2020,f Tas.,e All Affiliations,a Primary School,14.1
2020,f Tas.,e All Affiliations,b Secondary School,11.9
2020,f Tas.,e All Affiliations,c All Levels,13.0
2020,g NT,a Government,a Primary School,11.8
2020,g NT,a Government,b Secondary School,11.8
2020,g NT,a Government,c All Levels,11.8
2020,g NT,b Non-Government,a Primary School,13.3
2020,g NT,b Non-Government,b Secondary School,10.5
2020,g NT,b Non-Government,c All Levels,11.7
2020,g NT,c Catholic,a Primary School,12.9
2020,g NT,c Catholic,b Secondary School,10.6
2020,g NT,c Catholic,c All Levels,11.6
2020,g NT,d Independent,a Primary School,13.7
2020,g NT,d Independent,b Secondary School,10.5
2020,g NT,d Independent,c All Levels,11.8
2020,g NT,e All Affiliations,a Primary School,12.1
2020,g NT,e All Affiliations,b Secondary School,11.4
2020,g NT,e All Affiliations,c All Levels,11.8
2020,h ACT,a Government,a Primary School,13.9
2020,h ACT,a Government,b Secondary School,12.4
2020,h ACT,a Government,c All Levels,13.3
2020,h ACT,b Non-Government,a Primary School,15.9
2020,h ACT,b Non-Government,b Secondary School,11.9
2020,h ACT,b Non-Government,c All Levels,13.6
2020,h ACT,c Catholic,a Primary School,17.1
2020,h ACT,c Catholic,b Secondary School,12.7
2020,h ACT,c Catholic,c All Levels,14.6
2020,h ACT,d Independent,a Primary School,14.1
2020,h ACT,d Independent,b Secondary School,10.7
2020,h ACT,d Independent,c All Levels,12.2
2020,h ACT,e All Affiliations,a Primary School,14.5
2020,h ACT,e All Affiliations,b Secondary School,12.2
2020,h ACT,e All Affiliations,c All Levels,13.4
2020,i Aust.,a Government,a Primary School,14.8
2020,i Aust.,a Government,b Secondary School,12.6
2020,i Aust.,a Government,c All Levels,13.9
2020,i Aust.,b Non-Government,a Primary School,14.8
2020,i Aust.,b Non-Government,b Secondary School,11.4
2020,i Aust.,b Non-Government,c All Levels,12.8
2020,i Aust.,c Catholic,a Primary School,15.5
2020,i Aust.,c Catholic,b Secondary School,12.2
2020,i Aust.,c Catholic,c All Levels,13.7
2020,i Aust.,d Independent,a Primary School,13.9
2020,i Aust.,d Independent,b Secondary School,10.5
2020,i Aust.,d Independent,c All Levels,11.8
2020,i Aust.,e All Affiliations,a Primary School,14.8
2020,i Aust.,e All Affiliations,b Secondary School,12.1
2020,i Aust.,e All Affiliations,c All Levels,13.5
2019,a NSW,a Government,a Primary School,16.8
2019,a NSW,a Government,b Secondary School,13.9
2019,a NSW,a Government,c All Levels,15.6
2019,a NSW,b Non-Government,a Primary School,15.3
2019,a NSW,b Non-Government,b Secondary School,11.2
2019,a NSW,b Non-Government,c All Levels,12.9
2019,a NSW,c Catholic,a Primary School,16.6
2019,a NSW,c Catholic,b Secondary School,12.3
2019,a NSW,c Catholic,c All Levels,14.2
2019,a NSW,d Independent,a Primary School,13.6
2019,a NSW,d Independent,b Secondary School,10.0
2019,a NSW,d Independent,c All Levels,11.4
2019,a NSW,e All Affiliations,a Primary School,16.3
2019,a NSW,e All Affiliations,b Secondary School,12.7
2019,a NSW,e All Affiliations,c All Levels,14.5
2019,b Vic.,a Government,a Primary School,14.4
2019,b Vic.,a Government,b Secondary School,12.3
2019,b Vic.,a Government,c All Levels,13.5
2019,b Vic.,b Non-Government,a Primary School,13.7
2019,b Vic.,b Non-Government,b Secondary School,10.8
2019,b Vic.,b Non-Government,c All Levels,12.1
2019,b Vic.,c Catholic,a Primary School,14.4
2019,b Vic.,c Catholic,b Secondary School,12.2
2019,b Vic.,c Catholic,c All Levels,13.3
2019,b Vic.,d Independent,a Primary School,12.6
2019,b Vic.,d Independent,b Secondary School,9.6
2019,b Vic.,d Independent,c All Levels,10.7
2019,b Vic.,e All Affiliations,a Primary School,14.2
2019,b Vic.,e All Affiliations,b Secondary School,11.6
2019,b Vic.,e All Affiliations,c All Levels,13.0
2019,c Qld,a Government,a Primary School,14.3
2019,c Qld,a Government,b Secondary School,12.1
2019,c Qld,a Government,c All Levels,13.3
2019,c Qld,b Non-Government,a Primary School,15.9
2019,c Qld,b Non-Government,b Secondary School,11.9
2019,c Qld,b Non-Government,c All Levels,13.6
2019,c Qld,c Catholic,a Primary School,16.3
2019,c Qld,c Catholic,b Secondary School,12.1
2019,c Qld,c Catholic,c All Levels,14.0
2019,c Qld,d Independent,a Primary School,15.4
2019,c Qld,d Independent,b Secondary School,11.8
2019,c Qld,d Independent,c All Levels,13.2
2019,c Qld,e All Affiliations,a Primary School,14.7
2019,c Qld,e All Affiliations,b Secondary School,12.1
2019,c Qld,e All Affiliations,c All Levels,13.4
2019,d SA,a Government,a Primary School,14.5
2019,d SA,a Government,b Secondary School,12.7
2019,d SA,a Government,c All Levels,13.8
2019,d SA,b Non-Government,a Primary School,14.5
2019,d SA,b Non-Government,b Secondary School,12.3
2019,d SA,b Non-Government,c All Levels,13.3
2019,d SA,c Catholic,a Primary School,15.2
2019,d SA,c Catholic,b Secondary School,13.2
2019,d SA,c Catholic,c All Levels,14.3
2019,d SA,d Independent,a Primary School,13.8
2019,d SA,d Independent,b Secondary School,11.6
2019,d SA,d Independent,c All Levels,12.6
2019,d SA,e All Affiliations,a Primary School,14.5
2019,d SA,e All Affiliations,b Secondary School,12.5
2019,d SA,e All Affiliations,c All Levels,13.6
2019,e WA,a Government,a Primary School,15.8
2019,e WA,a Government,b Secondary School,12.8
2019,e WA,a Government,c All Levels,14.6
2019,e WA,b Non-Government,a Primary School,14.9
2019,e WA,b Non-Government,b Secondary School,11.6
2019,e WA,b Non-Government,c All Levels,13.0
2019,e WA,c Catholic,a Primary School,16.2
2019,e WA,c Catholic,b Secondary School,12.6
2019,e WA,c Catholic,c All Levels,14.2
2019,e WA,d Independent,a Primary School,13.4
2019,e WA,d Independent,b Secondary School,10.9
2019,e WA,d Independent,c All Levels,11.8
2019,e WA,e All Affiliations,a Primary School,15.6
2019,e WA,e All Affiliations,b Secondary School,12.3
2019,e WA,e All Affiliations,c All Levels,14.0
2019,f Tas.,a Government,a Primary School,14.4
2019,f Tas.,a Government,b Secondary School,12.7
2019,f Tas.,a Government,c All Levels,13.7
2019,f Tas.,b Non-Government,a Primary School,14.3
2019,f Tas.,b Non-Government,b Secondary School,10.9
2019,f Tas.,b Non-Government,c All Levels,12.4
2019,f Tas.,c Catholic,a Primary School,15.5
2019,f Tas.,c Catholic,b Secondary School,12.1
2019,f Tas.,c Catholic,c All Levels,13.7
2019,f Tas.,d Independent,a Primary School,12.6
2019,f Tas.,d Independent,b Secondary School,9.6
2019,f Tas.,d Independent,c All Levels,10.8
2019,f Tas.,e All Affiliations,a Primary School,14.4
2019,f Tas.,e All Affiliations,b Secondary School,12.0
2019,f Tas.,e All Affiliations,c All Levels,13.3
2019,g NT,a Government,a Primary School,11.8
2019,g NT,a Government,b Secondary School,11.9
2019,g NT,a Government,c All Levels,11.8
2019,g NT,b Non-Government,a Primary School,13.4
2019,g NT,b Non-Government,b Secondary School,10.5
2019,g NT,b Non-Government,c All Levels,11.8
2019,g NT,c Catholic,a Primary School,12.4
2019,g NT,c Catholic,b Secondary School,10.8
2019,g NT,c Catholic,c All Levels,11.6
2019,g NT,d Independent,a Primary School,14.4
2019,g NT,d Independent,b Secondary School,10.2
2019,g NT,d Independent,c All Levels,11.9
2019,g NT,e All Affiliations,a Primary School,12.1
2019,g NT,e All Affiliations,b Secondary School,11.4
2019,g NT,e All Affiliations,c All Levels,11.8
2019,h ACT,a Government,a Primary School,14.0
2019,h ACT,a Government,b Secondary School,12.3
2019,h ACT,a Government,c All Levels,13.3
2019,h ACT,b Non-Government,a Primary School,15.8
2019,h ACT,b Non-Government,b Secondary School,11.7
2019,h ACT,b Non-Government,c All Levels,13.5
2019,h ACT,c Catholic,a Primary School,17.1
2019,h ACT,c Catholic,b Secondary School,12.8
2019,h ACT,c Catholic,c All Levels,14.7
2019,h ACT,d Independent,a Primary School,14.0
2019,h ACT,d Independent,b Secondary School,10.3
2019,h ACT,d Independent,c All Levels,11.8
2019,h ACT,e All Affiliations,a Primary School,14.6
2019,h ACT,e All Affiliations,b Secondary School,12.0
2019,h ACT,e All Affiliations,c All Levels,13.4
2019,i Aust.,a Government,a Primary School,15.2
2019,i Aust.,a Government,b Secondary School,12.8
2019,i Aust.,a Government,c All Levels,14.2
2019,i Aust.,b Non-Government,a Primary School,14.8
2019,i Aust.,b Non-Government,b Secondary School,11.4
2019,i Aust.,b Non-Government,c All Levels,12.8
2019,i Aust.,c Catholic,a Primary School,15.7
2019,i Aust.,c Catholic,b Secondary School,12.3
2019,i Aust.,c Catholic,c All Levels,13.9
2019,i Aust.,d Independent,a Primary School,13.7
2019,i Aust.,d Independent,b Secondary School,10.4
2019,i Aust.,d Independent,c All Levels,11.7
2019,i Aust.,e All Affiliations,a Primary School,15.1
2019,i Aust.,e All Affiliations,b Secondary School,12.2
2019,i Aust.,e All Affiliations,c All Levels,13.7
2018,a NSW,a Government,a Primary School,15.4
2018,a NSW,a Government,b Secondary School,12.3
2018,a NSW,a Government,c All Levels,14.1
2018,a NSW,b Non-Government,a Primary School,15.5
2018,a NSW,b Non-Government,b Secondary School,11.3
2018,a NSW,b Non-Government,c All Levels,13.0
2018,a NSW,c Catholic,a Primary School,16.9
2018,a NSW,c Catholic,b Secondary School,12.4
2018,a NSW,c Catholic,c All Levels,14.3
2018,a NSW,d Independent,a Primary School,13.6
2018,a NSW,d Independent,b Secondary School,10.0
2018,a NSW,d Independent,c All Levels,11.4
2018,a NSW,e All Affiliations,a Primary School,15.4
2018,a NSW,e All Affiliations,b Secondary School,11.9
2018,a NSW,e All Affiliations,c All Levels,13.7
2018,b Vic.,a Government,a Primary School,14.6
2018,b Vic.,a Government,b Secondary School,12.1
2018,b Vic.,a Government,c All Levels,13.5
2018,b Vic.,b Non-Government,a Primary School,13.9
2018,b Vic.,b Non-Government,b Secondary School,10.9
2018,b Vic.,b Non-Government,c All Levels,12.2
2018,b Vic.,c Catholic,a Primary School,14.7
2018,b Vic.,c Catholic,b Secondary School,12.2
2018,b Vic.,c Catholic,c All Levels,13.5
2018,b Vic.,d Independent,a Primary School,12.6
2018,b Vic.,d Independent,b Secondary School,9.7
2018,b Vic.,d Independent,c All Levels,10.7
2018,b Vic.,e All Affiliations,a Primary School,14.3
2018,b Vic.,e All Affiliations,b Secondary School,11.6
2018,b Vic.,e All Affiliations,c All Levels,13.0
2018,c Qld,a Government,a Primary School,14.2
2018,c Qld,a Government,b Secondary School,12.2
2018,c Qld,a Government,c All Levels,13.4
2018,c Qld,b Non-Government,a Primary School,15.9
2018,c Qld,b Non-Government,b Secondary School,12.0
2018,c Qld,b Non-Government,c All Levels,13.7
2018,c Qld,c Catholic,a Primary School,16.4
2018,c Qld,c Catholic,b Secondary School,12.2
2018,c Qld,c Catholic,c All Levels,14.2
2018,c Qld,d Independent,a Primary School,15.3
2018,c Qld,d Independent,b Secondary School,11.7
2018,c Qld,d Independent,c All Levels,13.1
2018,c Qld,e All Affiliations,a Primary School,14.7
2018,c Qld,e All Affiliations,b Secondary School,12.1
2018,c Qld,e All Affiliations,c All Levels,13.5
2018,d SA,a Government,a Primary School,14.5
2018,d SA,a Government,b Secondary School,12.7
2018,d SA,a Government,c All Levels,13.8
2018,d SA,b Non-Government,a Primary School,16.5
2018,d SA,b Non-Government,b Secondary School,10.8
2018,d SA,b Non-Government,c All Levels,13.5
2018,d SA,c Catholic,a Primary School,16.9
2018,d SA,c Catholic,b Secondary School,11.6
2018,d SA,c Catholic,c All Levels,14.3
2018,d SA,d Independent,a Primary School,16.2
2018,d SA,d Independent,b Secondary School,10.1
2018,d SA,d Independent,c All Levels,12.9
2018,d SA,e All Affiliations,a Primary School,15.1
2018,d SA,e All Affiliations,b Secondary School,11.9
2018,d SA,e All Affiliations,c All Levels,13.7
2018,e WA,a Government,a Primary School,15.7
2018,e WA,a Government,b Secondary School,12.6
2018,e WA,a Government,c All Levels,14.4
2018,e WA,b Non-Government,a Primary School,14.9
2018,e WA,b Non-Government,b Secondary School,11.6
2018,e WA,b Non-Government,c All Levels,13.0
2018,e WA,c Catholic,a Primary School,16.4
2018,e WA,c Catholic,b Secondary School,12.6
2018,e WA,c Catholic,c All Levels,14.3
2018,e WA,d Independent,a Primary School,13.3
2018,e WA,d Independent,b Secondary School,10.8
2018,e WA,d Independent,c All Levels,11.8
2018,e WA,e All Affiliations,a Primary School,15.5
2018,e WA,e All Affiliations,b Secondary School,12.2
2018,e WA,e All Affiliations,c All Levels,13.9
2018,f Tas.,a Government,a Primary School,14.8
2018,f Tas.,a Government,b Secondary School,12.9
2018,f Tas.,a Government,c All Levels,13.9
2018,f Tas.,b Non-Government,a Primary School,14.9
2018,f Tas.,b Non-Government,b Secondary School,11.0
2018,f Tas.,b Non-Government,c All Levels,12.6
2018,f Tas.,c Catholic,a Primary School,16.6
2018,f Tas.,c Catholic,b Secondary School,12.3
2018,f Tas.,c Catholic,c All Levels,14.2
2018,f Tas.,d Independent,a Primary School,12.5
2018,f Tas.,d Independent,b Secondary School,9.6
2018,f Tas.,d Independent,c All Levels,10.7
2018,f Tas.,e All Affiliations,a Primary School,14.8
2018,f Tas.,e All Affiliations,b Secondary School,12.2
2018,f Tas.,e All Affiliations,c All Levels,13.5
2018,g NT,a Government,a Primary School,12.6
2018,g NT,a Government,b Secondary School,12.1
2018,g NT,a Government,c All Levels,12.4
2018,g NT,b Non-Government,a Primary School,14.6
2018,g NT,b Non-Government,b Secondary School,10.5
2018,g NT,b Non-Government,c All Levels,12.2
2018,g NT,c Catholic,a Primary School,13.6
2018,g NT,c Catholic,b Secondary School,10.2
2018,g NT,c Catholic,c All Levels,11.7
2018,g NT,d Independent,a Primary School,15.5
2018,g NT,d Independent,b Secondary School,10.7
2018,g NT,d Independent,c All Levels,12.6
2018,g NT,e All Affiliations,a Primary School,13.0
2018,g NT,e All Affiliations,b Secondary School,11.5
2018,g NT,e All Affiliations,c All Levels,12.3
2018,h ACT,a Government,a Primary School,14.9
2018,h ACT,a Government,b Secondary School,12.3
2018,h ACT,a Government,c All Levels,13.7
2018,h ACT,b Non-Government,a Primary School,16.3
2018,h ACT,b Non-Government,b Secondary School,11.9
2018,h ACT,b Non-Government,c All Levels,13.8
2018,h ACT,c Catholic,a Primary School,17.6
2018,h ACT,c Catholic,b Secondary School,12.8
2018,h ACT,c Catholic,c All Levels,14.9
2018,h ACT,d Independent,a Primary School,14.2
2018,h ACT,d Independent,b Secondary School,10.7
2018,h ACT,d Independent,c All Levels,12.2
2018,h ACT,e All Affiliations,a Primary School,15.3
2018,h ACT,e All Affiliations,b Secondary School,12.1
2018,h ACT,e All Affiliations,c All Levels,13.7
2018,i Aust.,a Government,a Primary School,14.8
2018,i Aust.,a Government,b Secondary School,12.3
2018,i Aust.,a Government,c All Levels,13.8
2018,i Aust.,b Non-Government,a Primary School,15.1
2018,i Aust.,b Non-Government,b Secondary School,11.3
2018,i Aust.,b Non-Government,c All Levels,12.9
2018,i Aust.,c Catholic,a Primary School,16.1
2018,i Aust.,c Catholic,b Secondary School,12.3
2018,i Aust.,c Catholic,c All Levels,14.0
2018,i Aust.,d Independent,a Primary School,13.9
2018,i Aust.,d Independent,b Secondary School,10.3
2018,i Aust.,d Independent,c All Levels,11.7
2018,i Aust.,e All Affiliations,a Primary School,14.9
2018,i Aust.,e All Affiliations,b Secondary School,11.9
2018,i Aust.,e All Affiliations,c All Levels,13.5
2017,a NSW,a Government,a Primary School,15.8
2017,a NSW,a Government,b Secondary School,12.4
2017,a NSW,a Government,c All Levels,14.2
2017,a NSW,b Non-Government,a Primary School,15.8
2017,a NSW,b Non-Government,b Secondary School,11.4
2017,a NSW,b Non-Government,c All Levels,13.2
2017,a NSW,c Catholic,a Primary School,17.2
2017,a NSW,c Catholic,b Secondary School,12.6
2017,a NSW,c Catholic,c All Levels,14.6
2017,a NSW,d Independent,a Primary School,13.9
2017,a NSW,d Independent,b Secondary School,10.0
2017,a NSW,d Independent,c All Levels,11.6
2017,a NSW,e All Affiliations,a Primary School,15.8
2017,a NSW,e All Affiliations,b Secondary School,11.9
2017,a NSW,e All Affiliations,c All Levels,13.9
2017,b Vic.,a Government,a Primary School,14.8
2017,b Vic.,a Government,b Secondary School,12.3
2017,b Vic.,a Government,c All Levels,13.7
2017,b Vic.,b Non-Government,a Primary School,14.1
2017,b Vic.,b Non-Government,b Secondary School,11.0
2017,b Vic.,b Non-Government,c All Levels,12.3
2017,b Vic.,c Catholic,a Primary School,15.0
2017,b Vic.,c Catholic,b Secondary School,12.4
2017,b Vic.,c Catholic,c All Levels,13.6
2017,b Vic.,d Independent,a Primary School,12.8
2017,b Vic.,d Independent,b Secondary School,9.7
2017,b Vic.,d Independent,c All Levels,10.8
2017,b Vic.,e All Affiliations,a Primary School,14.6
2017,b Vic.,e All Affiliations,b Secondary School,11.7
2017,b Vic.,e All Affiliations,c All Levels,13.2
2017,c Qld,a Government,a Primary School,14.4
2017,c Qld,a Government,b Secondary School,12.4
2017,c Qld,a Government,c All Levels,13.6
2017,c Qld,b Non-Government,a Primary School,16.0
2017,c Qld,b Non-Government,b Secondary School,12.1
2017,c Qld,b Non-Government,c All Levels,13.8
2017,c Qld,c Catholic,a Primary School,16.6
2017,c Qld,c Catholic,b Secondary School,12.4
2017,c Qld,c Catholic,c All Levels,14.4
2017,c Qld,d Independent,a Primary School,15.3
2017,c Qld,d Independent,b Secondary School,11.8
2017,c Qld,d Independent,c All Levels,13.2
2017,c Qld,e All Affiliations,a Primary School,14.9
2017,c Qld,e All Affiliations,b Secondary School,12.3
2017,c Qld,e All Affiliations,c All Levels,13.6
2017,d SA,a Government,a Primary School,14.6
2017,d SA,a Government,b Secondary School,12.9
2017,d SA,a Government,c All Levels,14.0
2017,d SA,b Non-Government,a Primary School,15.9
2017,d SA,b Non-Government,b Secondary School,11.2
2017,d SA,b Non-Government,c All Levels,13.5
2017,d SA,c Catholic,a Primary School,16.5
2017,d SA,c Catholic,b Secondary School,12.0
2017,d SA,c Catholic,c All Levels,14.3
2017,d SA,d Independent,a Primary School,15.2
2017,d SA,d Independent,b Secondary School,10.5
2017,d SA,d Independent,c All Levels,12.7
2017,d SA,e All Affiliations,a Primary School,15.0
2017,d SA,e All Affiliations,b Secondary School,12.2
2017,d SA,e All Affiliations,c All Levels,13.8
2017,e WA,a Government,a Primary School,15.6
2017,e WA,a Government,b Secondary School,12.4
2017,e WA,a Government,c All Levels,14.2
2017,e WA,b Non-Government,a Primary School,15.1
2017,e WA,b Non-Government,b Secondary School,11.8
2017,e WA,b Non-Government,c All Levels,13.2
2017,e WA,c Catholic,a Primary School,16.5
2017,e WA,c Catholic,b Secondary School,12.7
2017,e WA,c Catholic,c All Levels,14.4
2017,e WA,d Independent,a Primary School,13.5
2017,e WA,d Independent,b Secondary School,11.1
2017,e WA,d Independent,c All Levels,12.0
2017,e WA,e All Affiliations,a Primary School,15.4
2017,e WA,e All Affiliations,b Secondary School,12.1
2017,e WA,e All Affiliations,c All Levels,13.8
2017,f Tas.,a Government,a Primary School,14.8
2017,f Tas.,a Government,b Secondary School,13.1
2017,f Tas.,a Government,c All Levels,14.1
2017,f Tas.,b Non-Government,a Primary School,15.1
2017,f Tas.,b Non-Government,b Secondary School,11.2
2017,f Tas.,b Non-Government,c All Levels,12.8
2017,f Tas.,c Catholic,a Primary School,16.9
2017,f Tas.,c Catholic,b Secondary School,12.8
2017,f Tas.,c Catholic,c All Levels,14.7
2017,f Tas.,d Independent,a Primary School,12.7
2017,f Tas.,d Independent,b Secondary School,9.4
2017,f Tas.,d Independent,c All Levels,10.7
2017,f Tas.,e All Affiliations,a Primary School,14.9
2017,f Tas.,e All Affiliations,b Secondary School,12.3
2017,f Tas.,e All Affiliations,c All Levels,13.7
2017,g NT,a Government,a Primary School,12.3
2017,g NT,a Government,b Secondary School,12.4
2017,g NT,a Government,c All Levels,12.3
2017,g NT,b Non-Government,a Primary School,14.6
2017,g NT,b Non-Government,b Secondary School,10.5
2017,g NT,b Non-Government,c All Levels,12.2
2017,g NT,c Catholic,a Primary School,14.6
2017,g NT,c Catholic,b Secondary School,10.7
2017,g NT,c Catholic,c All Levels,12.4
2017,g NT,d Independent,a Primary School,14.5
2017,g NT,d Independent,b Secondary School,10.4
2017,g NT,d Independent,c All Levels,12.0
2017,g NT,e All Affiliations,a Primary School,12.7
2017,g NT,e All Affiliations,b Secondary School,11.6
2017,g NT,e All Affiliations,c All Levels,12.3
2017,h ACT,a Government,a Primary School,15.0
2017,h ACT,a Government,b Secondary School,11.9
2017,h ACT,a Government,c All Levels,13.6
2017,h ACT,b Non-Government,a Primary School,16.0
2017,h ACT,b Non-Government,b Secondary School,12.0
2017,h ACT,b Non-Government,c All Levels,13.8
2017,h ACT,c Catholic,a Primary School,17.4
2017,h ACT,c Catholic,b Secondary School,13.3
2017,h ACT,c Catholic,c All Levels,15.2
2017,h ACT,d Independent,a Primary School,13.8
2017,h ACT,d Independent,b Secondary School,10.3
2017,h ACT,d Independent,c All Levels,11.8
2017,h ACT,e All Affiliations,a Primary School,15.4
2017,h ACT,e All Affiliations,b Secondary School,11.9
2017,h ACT,e All Affiliations,c All Levels,13.6
2017,i Aust.,a Government,a Primary School,15.0
2017,i Aust.,a Government,b Secondary School,12.4
2017,i Aust.,a Government,c All Levels,13.9
2017,i Aust.,b Non-Government,a Primary School,15.3
2017,i Aust.,b Non-Government,b Secondary School,11.4
2017,i Aust.,b Non-Government,c All Levels,13.1
2017,i Aust.,c Catholic,a Primary School,16.3
2017,i Aust.,c Catholic,b Secondary School,12.5
2017,i Aust.,c Catholic,c All Levels,14.2
2017,i Aust.,d Independent,a Primary School,14.0
2017,i Aust.,d Independent,b Secondary School,10.4
2017,i Aust.,d Independent,c All Levels,11.8
2017,i Aust.,e All Affiliations,a Primary School,15.1
2017,i Aust.,e All Affiliations,b Secondary School,12.0
2017,i Aust.,e All Affiliations,c All Levels,13.6
2016,a NSW,a Government,a Primary School,15.6
2016,a NSW,a Government,b Secondary School,12.5
2016,a NSW,a Government,c All Levels,14.3
2016,a NSW,b Non-Government,a Primary School,16.1
2016,a NSW,b Non-Government,b Secondary School,11.5
2016,a NSW,b Non-Government,c All Levels,13.4
2016,a NSW,c Catholic,a Primary School,17.6
2016,a NSW,c Catholic,b Secondary School,12.7
2016,a NSW,c Catholic,c All Levels,14.8
2016,a NSW,d Independent,a Primary School,14.0
2016,a NSW,d Independent,b Secondary School,10.1
2016,a NSW,d Independent,c All Levels,11.6
2016,a NSW,e All Affiliations,a Primary School,15.8
2016,a NSW,e All Affiliations,b Secondary School,12.1
2016,a NSW,e All Affiliations,c All Levels,14.0
2016,b Vic.,a Government,a Primary School,14.8
2016,b Vic.,a Government,b Secondary School,12.5
2016,b Vic.,a Government,c All Levels,13.8
2016,b Vic.,b Non-Government,a Primary School,14.2
2016,b Vic.,b Non-Government,b Secondary School,11.0
2016,b Vic.,b Non-Government,c All Levels,12.3
2016,b Vic.,c Catholic,a Primary School,15.1
2016,b Vic.,c Catholic,b Secondary School,12.5
2016,b Vic.,c Catholic,c All Levels,13.8
2016,b Vic.,d Independent,a Primary School,12.7
2016,b Vic.,d Independent,b Secondary School,9.5
2016,b Vic.,d Independent,c All Levels,10.6
2016,b Vic.,e All Affiliations,a Primary School,14.6
2016,b Vic.,e All Affiliations,b Secondary School,11.8
2016,b Vic.,e All Affiliations,c All Levels,13.2
2016,c Qld,a Government,a Primary School,14.5
2016,c Qld,a Government,b Secondary School,12.5
2016,c Qld,a Government,c All Levels,13.6
2016,c Qld,b Non-Government,a Primary School,16.4
2016,c Qld,b Non-Government,b Secondary School,12.2
2016,c Qld,b Non-Government,c All Levels,14.0
2016,c Qld,c Catholic,a Primary School,17.0
2016,c Qld,c Catholic,b Secondary School,12.4
2016,c Qld,c Catholic,c All Levels,14.5
2016,c Qld,d Independent,a Primary School,15.5
2016,c Qld,d Independent,b Secondary School,11.9
2016,c Qld,d Independent,c All Levels,13.3
2016,c Qld,e All Affiliations,a Primary School,15.0
2016,c Qld,e All Affiliations,b Secondary School,12.4
2016,c Qld,e All Affiliations,c All Levels,13.8
2016,d SA,a Government,a Primary School,14.9
2016,d SA,a Government,b Secondary School,13.3
2016,d SA,a Government,c All Levels,14.3
2016,d SA,b Non-Government,a Primary School,16.0
2016,d SA,b Non-Government,b Secondary School,11.3
2016,d SA,b Non-Government,c All Levels,13.6
2016,d SA,c Catholic,a Primary School,16.9
2016,d SA,c Catholic,b Secondary School,12.2
2016,d SA,c Catholic,c All Levels,14.5
2016,d SA,d Independent,a Primary School,15.2
2016,d SA,d Independent,b Secondary School,10.6
2016,d SA,d Independent,c All Levels,12.8
2016,d SA,e All Affiliations,a Primary School,15.3
2016,d SA,e All Affiliations,b Secondary School,12.5
2016,d SA,e All Affiliations,c All Levels,14.1
2016,e WA,a Government,a Primary School,15.4
2016,e WA,a Government,b Secondary School,12.6
2016,e WA,a Government,c All Levels,14.3
2016,e WA,b Non-Government,a Primary School,15.3
2016,e WA,b Non-Government,b Secondary School,11.9
2016,e WA,b Non-Government,c All Levels,13.3
